flow_kbps_mean,frame_rate,id_entropy,replay_ratio,fuzzy_ratio,spoof_ratio,error_ratio,inter_arrival_cv,burst_score,uds_ratio,payload_entropy,label
307.4767,1084,0.6542,0.1332,0.0178,0.7945,0.187,0.4995,0.5882,0.0992,0.441,欺骗
257.9668,1015,0.5556,0.0677,0.0502,0.7401,0.2082,0.5396,0.6787,0.1746,0.6234,欺骗
288.8939,1057,0.6077,0.0388,0.0886,0.8074,0.0753,0.4864,0.4014,0.183,0.6728,欺骗
291.8885,1326,0.3515,0.1411,0.0047,0.4111,0.2013,0.4536,0.6551,0.164,0.4392,欺骗
263.5158,886,0.5657,0.1606,0.0299,0.8517,0.115,0.5187,0.7773,0.2957,0.7172,欺骗
217.0216,1131,0.4317,0.071,0.0782,0.8574,0.1233,0.5554,0.4937,0.156,0.5339,欺骗
208.6218,988,0.559,0.1516,0.0614,0.8232,0.206,0.4453,0.5723,0.1444,0.5612,欺骗
305.2499,942,0.5203,0.1174,0.0034,0.7432,0.2425,0.5269,0.5705,0.2404,0.6011,欺骗
256.8953,1058,0.7346,0.0767,0.0337,0.6524,0.109,0.4455,0.5671,0.1058,0.3598,欺骗
259.5833,924,0.6843,0.09,0.0602,0.8484,0.1081,0.5208,0.7551,0.2225,0.5494,欺骗
231.5798,1116,0.455,0.0943,0.0803,0.8026,0.088,0.6044,0.6363,0.1675,0.6321,欺骗
260.4214,1177,0.5161,0.0625,0.0227,0.8356,0.177,0.637,0.6686,0.1593,0.4496,欺骗
288.1317,953,0.6677,0.0208,0.3412,0.5126,0.0277,0.3785,0.4043,0.2578,0.6989,欺骗
259.4086,1029,0.6112,0.0946,0.1228,0.7626,0.145,0.4898,0.5876,0.1878,0.5346,欺骗
261.4251,1038,0.6042,0.189,0.0196,0.7865,0.2433,0.4908,0.6838,0.2812,0.7761,欺骗
260.5359,877,0.6521,0.0759,0.0877,0.7875,0.215,0.5078,0.5571,0.1631,0.5281,欺骗
266.3542,958,0.5771,0.0921,0.0364,0.7705,0.1763,0.5082,0.5385,0.177,0.5284,欺骗
298.618,1160,0.6465,0.0778,0.086,0.862,0.115,0.3681,0.3781,0.1471,0.4614,欺骗
281.5857,976,0.6185,0.1348,0.0159,0.8723,0.2424,0.4584,0.6124,0.1659,0.5988,欺骗
280.7267,1003,0.5746,0.1197,0.1491,0.6849,0.2848,0.3473,0.5952,0.1852,0.6234,欺骗
332.2635,1410,0.4522,0.1075,0.0101,0.4937,0.2537,0.2941,0.7937,0.1802,0.457,欺骗
266.0516,1034,0.4999,0.1093,0.019,0.9048,0.2083,0.6742,0.4403,0.2932,0.4921,欺骗
246.349,951,0.6019,0.0764,0.054,0.9134,0.1784,0.5713,0.5609,0.171,0.4894,欺骗
252.5127,979,0.3653,0.0844,0.0715,0.8425,0.1173,0.7916,0.6547,0.2307,0.4961,欺骗
299.3731,1116,0.6715,0.0876,0.0284,0.7752,0.1493,0.5436,0.6501,0.2015,0.4803,欺骗
308.3364,679,0.5362,0.1723,0.038,0.8147,0.1733,0.529,0.5547,0.2339,0.6063,欺骗
291.6293,1179,0.615,0.0562,0.0336,0.8131,0.1812,0.5975,0.5793,0.1992,0.456,欺骗
284.1684,942,0.607,0.048,0.082,0.8407,0.1363,0.4467,0.594,0.2,0.432,欺骗
344.8591,1055,0.5949,0.0522,0.0554,0.3426,0.0773,0.7351,0.9156,0.0424,0.6602,欺骗
233.0184,1070,0.4024,0.1225,0.0466,0.6983,0.1362,0.533,0.7434,0.1327,0.6278,欺骗
300.5994,954,0.4843,0.0791,0.0565,0.7725,0.1087,0.5384,0.4761,0.0564,0.689,欺骗
256.3512,902,0.5453,0.1646,0.0608,0.818,0.1645,0.6831,0.5457,0.2221,0.5424,欺骗
260.1309,1013,0.5985,0.0909,0.0635,0.866,0.1121,0.3579,0.4868,0.2077,0.4336,欺骗
274.3588,1010,0.6908,0.0866,0.0497,0.7532,0.1221,0.594,0.6529,0.246,0.6164,欺骗
233.8403,1063,0.5745,0.1117,0.0792,0.8038,0.1181,0.5327,0.5457,0.2521,0.6573,欺骗
268.1274,1050,0.5958,0.1258,0.1244,0.7445,0.1864,0.4355,0.7013,0.2154,0.4369,欺骗
291.1694,848,0.5716,0.1427,0.0355,0.8496,0.1752,0.4403,0.8473,0.1968,0.6787,欺骗
219.4621,973,0.5213,0.1236,0.0576,0.779,0.2195,0.4875,0.6524,0.1717,0.2964,欺骗
278.4171,1575,0.5139,0.0514,0.0456,0.7831,0.1566,0.6952,0.7851,0.2181,0.4036,欺骗
339.2922,1041,0.3532,0.0699,0.0126,0.6686,0.1279,0.5805,0.685,0.2074,0.2922,欺骗
246.4539,1075,0.5425,0.0947,0.0694,0.7685,0.1379,0.3905,0.563,0.2659,0.5021,欺骗
251.7181,926,0.4989,0.0957,0.0616,0.8543,0.2109,0.408,0.5901,0.1345,0.5206,欺骗
340.3881,1168,0.592,0.1075,0.0402,0.8332,0.0974,0.724,0.6399,0.1969,0.4455,欺骗
307.8858,841,0.599,0.1402,0.0418,0.928,0.1247,0.6137,0.6178,0.2295,0.5392,欺骗
245.0218,1124,0.6243,0.1035,0.0331,0.8755,0.1514,0.4582,0.6081,0.189,0.514,欺骗
206.123,973,0.6439,0.1046,0.1118,0.8532,0.1578,0.416,0.4622,0.1788,0.4753,欺骗
286.6132,971,0.7374,0.1441,0.1137,0.8408,0.15,0.5904,0.5579,0.248,0.5014,欺骗
277.3114,894,0.6219,0.1167,0.041,0.8268,0.1099,0.5661,0.5472,0.2672,0.5134,欺骗
239.4689,942,0.7069,0.099,0.2048,0.4449,0.1606,0.5573,0.6023,0.1948,0.774,欺骗
301.583,738,0.6996,0.0442,0.1942,0.4563,0.0881,0.5429,0.4503,0.1928,0.5877,欺骗
254.5341,1018,0.4761,0.1485,0.0576,0.9346,0.2406,0.4989,0.7115,0.1943,0.5292,欺骗
258.2104,1019,0.5806,0.0808,0.1023,0.7328,0.1574,0.3861,0.5766,0.0914,0.5405,欺骗
272.9458,750,0.5711,0.1222,0.0108,0.6857,0.1375,0.358,0.488,0.1207,0.4637,欺骗
273.4401,1065,0.6463,0.0697,0.0849,0.901,0.1313,0.5897,0.4909,0.1049,0.3966,欺骗
257.9727,1137,0.64,0.088,0.0647,0.6598,0.0891,0.5723,0.7144,0.1715,0.5046,欺骗
253.9646,949,0.7601,0.0394,0.0409,0.8327,0.2008,0.5055,0.6779,0.1478,0.4537,欺骗
326.7849,970,0.5055,0.1131,0.1,0.6602,0.1621,0.5221,0.5732,0.2207,0.6039,欺骗
274.9643,1144,0.7149,0.1543,0.0584,0.8511,0.1606,0.3297,0.4223,0.1702,0.434,欺骗
282.5474,1002,0.5535,0.1222,0.0498,0.8114,0.1481,0.4703,0.4958,0.1101,0.4707,欺骗
278.2375,920,0.6966,0.114,0.0867,0.8879,0.1802,0.4765,0.4417,0.2206,0.4292,欺骗
267.1005,935,0.6819,0.1533,0.0731,0.7991,0.1687,0.6147,0.5984,0.3234,0.3703,欺骗
238.2282,920,0.6657,0.1387,0.0539,0.8524,0.1331,0.5939,0.5701,0.2033,0.6663,欺骗
263.4633,950,0.6244,0.1557,0.0255,0.8688,0.1852,0.6129,0.6267,0.2734,0.5221,欺骗
312.3568,1370,0.5765,0.0692,0.0248,0.5659,0.088,0.5547,0.862,0.2116,0.5172,欺骗
263.4659,1084,0.455,0.1152,0.0471,0.7435,0.1561,0.6198,0.6943,0.1022,0.5606,欺骗
294.2859,815,0.6066,0.1069,0.0616,0.7386,0.2549,0.6314,0.6779,0.1985,0.6548,欺骗
196.2547,979,0.5378,0.1151,0.0048,0.8312,0.1744,0.5091,0.5087,0.2867,0.6461,欺骗
232.078,862,0.4772,0.1019,0.0402,0.7586,0.151,0.4111,0.5274,0.1482,0.5839,欺骗
283.7467,892,0.526,0.0694,0.037,0.9219,0.1634,0.4554,0.5727,0.1506,0.6297,欺骗
290.621,888,0.5233,0.103,0.0888,0.8121,0.1833,0.4457,0.7507,0.1771,0.4117,欺骗
251.438,1174,0.5218,0.1443,0.0727,0.7816,0.1483,0.3654,0.6024,0.2106,0.4419,欺骗
298.411,959,0.6858,0.0599,0.065,0.7946,0.1818,0.4882,0.5935,0.2611,0.4744,欺骗
295.8406,868,0.5071,0.0959,0.0881,0.7385,0.1783,0.5634,0.6793,0.2504,0.6095,欺骗
282.0274,1061,0.6473,0.1573,0.0493,0.6436,0.1201,0.4097,0.4193,0.0874,0.3448,欺骗
262.2551,1028,0.6482,0.0876,0.0438,0.872,0.1982,0.3285,0.5175,0.151,0.5503,欺骗
254.1804,1007,0.4088,0.1228,0.0456,0.7369,0.1711,0.5604,0.4472,0.2877,0.4408,欺骗
339.0816,970,0.7262,0.1158,0.317,0.5628,0.2066,0.3467,0.6393,0.2545,0.5784,欺骗
254.8631,1159,0.4507,0.1707,0.034,0.5696,0.1791,0.6501,0.6616,0.1884,0.5527,欺骗
249.9973,1122,0.6317,0.1114,0.0782,0.7939,0.0853,0.4599,0.7292,0.1068,0.4998,欺骗
263.2434,1214,0.519,0.1067,0.0655,0.95,0.1493,0.587,0.5715,0.2307,0.771,欺骗
262.9758,936,0.6075,0.0866,0.0847,0.8221,0.2052,0.571,0.7703,0.3172,0.4317,欺骗
246.4223,1109,0.496,0.0675,0.1185,0.7038,0.1067,0.4761,0.55,0.144,0.5314,欺骗
424.6004,981,0.3386,0.0306,0.1048,0.4842,0.2476,0.5055,0.9782,0.1299,0.5056,欺骗
259.791,904,0.5674,0.1006,0.095,0.7154,0.2133,0.5487,0.6792,0.2377,0.4139,欺骗
269.5266,930,0.647,0.1549,0.1089,0.6771,0.0802,0.4664,0.5145,0.1202,0.7315,欺骗
241.3868,1023,0.544,0.1378,0.0267,0.7661,0.2167,0.4985,0.6891,0.1883,0.51,欺骗
336.5587,817,0.6204,0.1147,0.0186,0.8455,0.1328,0.7057,0.6994,0.1125,0.4508,欺骗
299.833,864,0.7232,0.157,0.0767,0.7171,0.1531,0.5703,0.4696,0.2476,0.4657,欺骗
305.4584,1086,0.4989,0.1459,0.002,0.8578,0.136,0.6244,0.5762,0.1614,0.6834,欺骗
311.7451,1271,0.3987,0.1086,0.0958,0.7679,0.35,0.6248,0.8852,0.1032,0.2094,欺骗
257.179,1048,0.4822,0.1865,0.0941,0.7608,0.1229,0.4832,0.6127,0.1689,0.5696,欺骗
259.0381,1212,0.4688,0.0984,0.0363,0.6947,0.1007,0.3595,0.5238,0.2336,0.5191,欺骗
248.2827,935,0.582,0.0787,0.0747,0.8056,0.1057,0.6362,0.5957,0.2134,0.5182,欺骗
294.2245,972,0.3944,0.0887,0.0111,0.7015,0.2696,0.5603,0.727,0.2015,0.4814,欺骗
339.703,1021,0.6478,0.1395,0.0582,0.8119,0.1513,0.4702,0.5919,0.1734,0.3268,欺骗
281.8634,814,0.4476,0.217,0.0574,0.7438,0.218,0.5464,0.5525,0.2022,0.5598,欺骗
268.216,1236,0.2682,0.17,0.0205,0.6116,0.1172,0.7488,0.6687,0.169,0.1343,欺骗
229.2433,843,0.6012,0.146,0.0095,0.6344,0.0873,0.3784,0.5357,0.1714,0.5272,欺骗
243.4098,983,0.6168,0.1043,0.1813,0.8928,0.1166,0.4933,0.7128,0.2753,0.5406,欺骗
252.1857,924,0.6436,0.095,0.0846,0.7911,0.1122,0.4324,0.4982,0.178,0.4991,欺骗
364.4602,1202,0.3685,0.1393,0.0311,0.7203,0.0603,0.6084,0.7689,0.2617,0.5033,欺骗
275.8101,1006,0.545,0.172,0.0815,0.7966,0.2071,0.3544,0.4081,0.1535,0.5995,欺骗
222.5021,1072,0.5578,0.1685,0.0466,0.9165,0.1177,0.5753,0.6741,0.2962,0.3665,欺骗
244.5537,983,0.5909,0.089,0.1455,0.8377,0.1614,0.5233,0.5562,0.1862,0.5335,欺骗
296.0416,1026,0.5094,0.1268,0.1139,0.8034,0.0754,0.4562,0.6316,0.178,0.5742,欺骗
263.7502,967,0.5695,0.0538,0.0403,0.7964,0.1585,0.5858,0.59,0.2173,0.6876,欺骗
218.871,792,0.5693,0.0419,0.1772,0.7844,0.0923,0.3983,0.3819,0.1885,0.643,欺骗
280.7583,1062,0.6844,0.0677,0.053,0.8167,0.1751,0.3464,0.4945,0.1886,0.5459,欺骗
221.1183,833,0.4952,0.1511,0.0377,0.8705,0.2047,0.6309,0.64,0.1962,0.6275,欺骗
221.6996,870,0.5897,0.1537,0.0526,0.9224,0.2336,0.6412,0.6322,0.1613,0.5678,欺骗
294.4152,1023,0.6824,0.1302,0.0172,0.7545,0.1318,0.4072,0.6438,0.112,0.627,欺骗
347.3333,1170,0.4715,0.1615,0.0083,0.43,0.1741,0.8802,0.7638,0.0587,0.4176,欺骗
280.101,860,0.5779,0.0936,0.0379,0.8968,0.1389,0.546,0.7442,0.1618,0.6739,欺骗
295.5028,1060,0.5538,0.1781,0.0829,0.7216,0.1759,0.5782,0.6398,0.1057,0.6104,欺骗
241.487,940,0.426,0.0519,0.0604,0.9201,0.1925,0.5988,0.4284,0.1848,0.6425,欺骗
270.9589,1074,0.3866,0.0836,0.0031,0.66,0.2046,0.4576,0.494,0.0933,0.7426,欺骗
299.6168,895,0.7289,0.1076,0.1407,0.4225,0.1862,0.4,0.604,0.3172,0.741,欺骗
267.2431,1040,0.4578,0.113,0.1293,0.6188,0.171,0.4492,0.5377,0.1857,0.6201,欺骗
227.4129,863,0.6551,0.1187,0.0437,0.8548,0.1503,0.3126,0.6444,0.273,0.569,欺骗
287.9221,1215,0.5548,0.1081,0.1795,0.6185,0.2094,0.3864,0.5108,0.1053,0.384,欺骗
259.9756,1036,0.5524,0.1238,0.0315,0.747,0.1142,0.6232,0.5334,0.265,0.6068,欺骗
263.4481,910,0.7032,0.1024,0.096,0.8419,0.1863,0.4129,0.4915,0.3018,0.4832,欺骗
232.9466,1039,0.6952,0.1275,0.0734,0.9293,0.0969,0.5913,0.4244,0.1884,0.4242,欺骗
276.9438,1001,0.3849,0.1165,0.1056,0.7781,0.1865,0.4233,0.6883,0.1173,0.6528,欺骗
225.3223,1130,0.6009,0.1098,0.0616,0.95,0.1563,0.4606,0.7267,0.1303,0.6035,欺骗
238.1478,937,0.505,0.0939,0.0808,0.927,0.149,0.5126,0.7211,0.215,0.4849,欺骗
227.5394,1088,0.4271,0.1056,0.1336,0.862,0.1704,0.5705,0.679,0.1407,0.5328,欺骗
268.6848,928,0.6714,0.2108,0.0952,0.7569,0.1078,0.392,0.5864,0.1466,0.7526,欺骗
307.5089,1363,0.1756,0.0272,0.0815,0.4347,0.0876,0.6153,0.9045,0.0462,0.5342,欺骗
262.1443,1139,0.7112,0.0637,0.3044,0.6996,0.1687,0.3214,0.5227,0.1847,0.6449,欺骗
284.3922,1149,0.5714,0.0229,0.034,0.5048,0.2471,0.7221,0.5621,0.1433,0.4414,欺骗
242.0297,999,0.4829,0.0889,0.1051,0.848,0.1067,0.6549,0.3826,0.2236,0.6359,欺骗
286.9229,1003,0.7661,0.0618,0.0091,0.7679,0.225,0.4411,0.6091,0.2195,0.4372,欺骗
319.1399,928,0.6944,0.1487,0.064,0.793,0.0982,0.4986,0.5534,0.1743,0.479,欺骗
320.4741,858,0.6413,0.223,0.0129,0.8492,0.0845,0.268,0.4948,0.2058,0.6295,欺骗
300.5945,1098,0.5836,0.0974,0.0948,0.7659,0.1343,0.5066,0.5946,0.2009,0.4023,欺骗
234.8923,1140,0.4451,0.1091,0.0249,0.7769,0.1594,0.5271,0.5686,0.2036,0.7446,欺骗
220.3171,1053,0.58,0.1283,0.3433,0.4219,0.35,0.6239,0.4772,0.136,0.794,欺骗
271.9979,997,0.5913,0.0877,0.0837,0.8464,0.1549,0.3385,0.4891,0.1204,0.5811,欺骗
290.5459,912,0.5634,0.1781,0.0538,0.7933,0.1514,0.6276,0.5508,0.1861,0.6642,欺骗
264.1037,901,0.6602,0.0747,0.0725,0.7759,0.1662,0.4826,0.6583,0.2802,0.6884,欺骗
292.1198,984,0.6448,0.106,0.0767,0.6527,0.1451,0.4841,0.6172,0.217,0.4776,欺骗
252.0448,1020,0.53,0.1206,0.0203,0.6711,0.2076,0.469,0.648,0.1924,0.3162,欺骗
288.7206,872,0.7287,0.1179,0.0207,0.6483,0.1286,0.6358,0.459,0.1686,0.3835,欺骗
288.1144,824,0.6539,0.0797,0.0459,0.7553,0.1609,0.5032,0.7901,0.182,0.4317,欺骗
354.2904,1229,0.3828,0.193,0.0836,0.5788,0.0195,0.4781,0.5299,0.2379,0.6552,欺骗
298.2561,1232,0.3147,0.0911,0.1445,0.6271,0.35,0.7159,0.8449,0.2503,0.3942,欺骗
259.2543,902,0.5436,0.0988,0.0491,0.7514,0.1846,0.3955,0.5274,0.2047,0.6467,欺骗
202.5166,1004,0.7028,0.1103,0.0134,0.8848,0.1506,0.3554,0.6673,0.2297,0.6282,欺骗
220.8924,923,0.4847,0.0748,0.0606,0.7046,0.1733,0.4211,0.6316,0.1889,0.4528,欺骗
284.6672,894,0.6203,0.2005,0.0296,0.932,0.1951,0.484,0.5263,0.1338,0.5914,欺骗
263.0759,929,0.5546,0.1262,0.0584,0.6665,0.2343,0.5239,0.6397,0.2484,0.5375,欺骗
304.3257,914,0.6149,0.1215,0.029,0.8384,0.1841,0.4096,0.5095,0.253,0.3144,欺骗
306.8349,1177,0.7171,0.1096,0.0794,0.7515,0.1981,0.6662,0.5541,0.2507,0.4998,欺骗
226.1478,976,0.6044,0.205,0.0267,0.7803,0.1622,0.434,0.6233,0.1767,0.5004,欺骗
256.9269,920,0.5491,0.092,0.087,0.7163,0.2173,0.4168,0.5054,0.1891,0.5595,欺骗
274.5527,1072,0.9349,0.1413,0.2452,0.6513,0.1317,0.6283,0.7503,0.2767,0.5263,欺骗
253.9532,1064,0.5724,0.0856,0.0189,0.9294,0.2212,0.5162,0.4461,0.2181,0.5761,欺骗
255.8744,827,0.5485,0.0656,0.0926,0.7792,0.1527,0.2529,0.5352,0.1983,0.526,欺骗
264.2754,862,0.6374,0.1172,0.0485,0.6967,0.1194,0.5845,0.5839,0.1653,0.6798,欺骗
268.4357,1014,0.6503,0.0351,0.0554,0.6374,0.1859,0.6538,0.7201,0.229,0.5212,欺骗
265.3551,982,0.5683,0.0884,0.0521,0.7197,0.2195,0.5405,0.5895,0.1683,0.4118,欺骗
280.1691,921,0.5549,0.1493,0.0177,0.8452,0.158,0.7504,0.5374,0.1722,0.5627,欺骗
361.7525,803,0.64,0.1374,0.2252,0.3845,0.1922,0.3071,0.7738,0.241,0.7355,欺骗
260.6921,976,0.6377,0.1168,0.0873,0.6573,0.1895,0.5248,0.7341,0.1633,0.6685,欺骗
317.7821,964,0.6673,0.1451,0.11,0.6719,0.1448,0.8064,0.6974,0.1113,0.6095,欺骗
404.0508,1722,0.4188,0.1648,0.0009,0.2853,0.0757,0.9182,0.7884,0.2469,0.1725,欺骗
246.9969,926,0.6323,0.2943,0.0276,0.7311,0.2277,0.4076,0.5556,0.2416,0.5455,欺骗
220.9957,977,0.6263,0.0924,0.0093,0.8219,0.2189,0.5428,0.5292,0.0816,0.5308,欺骗
232.0131,966,0.6016,0.0914,0.0935,0.806,0.1718,0.6351,0.4701,0.1839,0.5142,欺骗
245.5993,1316,0.7006,0.1043,0.3692,0.4499,0.1391,0.6061,0.4052,0.0398,0.7425,欺骗
230.4573,947,0.5127,0.0524,0.0713,0.7802,0.1687,0.4752,0.7263,0.1774,0.6383,欺骗
275.4244,1077,0.5458,0.0732,0.0563,0.7389,0.1434,0.5986,0.5642,0.1711,0.6888,欺骗
258.8615,847,0.554,0.0901,0.0924,0.714,0.1064,0.4542,0.6485,0.1977,0.5983,欺骗
231.0071,903,0.6067,0.0268,0.0927,0.7986,0.0591,0.4629,0.6908,0.251,0.6979,欺骗
219.3388,772,0.56,0.1394,0.0004,0.8237,0.1795,0.3245,0.7723,0.1127,0.7713,欺骗
257.9824,901,0.4897,0.1099,0.0274,0.8367,0.1116,0.5113,0.5967,0.1469,0.4528,欺骗
241.7644,1222,0.6073,0.1157,0.0908,0.95,0.1059,0.5511,0.6813,0.2416,0.5726,欺骗
206.7597,947,0.5425,0.1709,0.013,0.8621,0.1363,0.6063,0.5756,0.1153,0.6058,欺骗
368.7622,1078,0.4742,0.0169,0.1147,0.7547,0.1554,0.7081,0.6076,0.1813,0.3703,欺骗
290.1667,980,0.7348,0.1629,0.0141,0.839,0.2166,0.5519,0.7073,0.2449,0.5618,欺骗
273.3976,1038,0.6761,0.1172,0.0005,0.9243,0.2106,0.5561,0.6544,0.13,0.6443,欺骗
269.1001,889,0.6125,0.1393,0.0848,0.7242,0.1737,0.7028,0.8365,0.1562,0.5738,欺骗
267.4351,1217,0.5517,0.0316,0.1737,0.786,0.1572,0.6524,0.5372,0.2218,0.5835,欺骗
291.0569,1173,0.6172,0.1884,0.0298,0.7956,0.1247,0.5623,0.5582,0.1681,0.7211,欺骗
326.492,1043,0.5837,0.1232,0.0362,0.6641,0.1087,0.5176,0.6088,0.2998,0.4813,欺骗
285.4837,1088,0.6659,0.1006,0.0528,0.8431,0.1429,0.5695,0.5438,0.111,0.4833,欺骗
296.6716,1371,0.3824,0.045,0.1043,0.6021,0.0792,0.5107,0.8465,0.103,0.3797,欺骗
258.947,922,0.6641,0.0581,0.1014,0.7808,0.1456,0.3577,0.5825,0.2304,0.4805,欺骗
263.2723,883,0.5266,0.042,0.0662,0.7205,0.133,0.5099,0.7748,0.2716,0.5908,欺骗
229.1881,1162,0.5211,0.1817,0.1225,0.8028,0.1083,0.5082,0.633,0.2288,0.4316,欺骗
300.6959,978,0.6069,0.1177,0.0379,0.8818,0.2194,0.6166,0.6237,0.2606,0.4438,欺骗
317.9465,934,0.5228,0.1744,0.0906,0.8486,0.1149,0.5941,0.5161,0.175,0.6043,欺骗
285.4657,1008,0.5584,0.0911,0.0547,0.6495,0.2117,0.5633,0.6656,0.1168,0.6316,欺骗
225.4955,1011,0.6988,0.1326,0.0597,0.872,0.1652,0.5088,0.6313,0.1696,0.6979,欺骗
256.8872,1061,0.5867,0.0824,0.0534,0.6226,0.1106,0.4727,0.4866,0.2347,0.5755,欺骗
382.2089,1162,0.6783,0.1144,0.2374,0.6372,0.052,0.8008,0.5717,0.1411,0.6676,欺骗
319.5932,1504,0.582,0.079,0.1178,0.5734,0.2428,0.4816,0.556,0.1911,0.2872,模糊
255.2173,1022,0.5066,0.067,0.0746,0.7903,0.1666,0.5208,0.6566,0.1632,0.3456,欺骗
300.2484,909,0.6373,0.104,0.0623,0.605,0.1453,0.5481,0.5895,0.2527,0.4827,欺骗
285.6136,1430,0.3937,0.0504,0.0589,0.5745,0.141,0.768,0.8852,0.0944,0.3974,欺骗
284.8478,1013,0.7244,0.1131,0.0741,0.6764,0.1799,0.4476,0.5795,0.111,0.5699,欺骗
238.7914,984,0.8234,0.0309,0.094,0.733,0.1651,0.5562,0.7057,0.2603,0.5273,欺骗
265.5896,919,0.5244,0.0384,0.0763,0.8719,0.1561,0.5631,0.7201,0.1532,0.6006,欺骗
235.356,1015,0.621,0.1342,0.0401,0.6377,0.1566,0.3072,0.5237,0.2479,0.3816,欺骗
276.8386,1034,0.5632,0.0943,0.0812,0.9174,0.1892,0.5048,0.5357,0.2186,0.5965,欺骗
320.4344,938,0.7699,0.2052,0.0125,0.8714,0.1743,0.593,0.631,0.1913,0.5068,欺骗
243.9579,900,0.5244,0.1091,0.024,0.7603,0.2037,0.4168,0.613,0.1748,0.6573,欺骗
282.9166,1144,0.6235,0.1139,0.0865,0.7301,0.1092,0.571,0.6833,0.1317,0.6139,欺骗
273.8981,808,0.555,0.1418,0.069,0.7588,0.0332,0.5354,0.6856,0.2031,0.524,欺骗
179.5912,874,0.6745,0.1951,0.0304,0.906,0.1316,0.5951,0.5992,0.1235,0.2899,欺骗
276.8293,850,0.5045,0.1384,0.1003,0.796,0.181,0.4542,0.4597,0.108,0.5155,欺骗
307.2894,925,0.6399,0.1098,0.0445,0.7942,0.0862,0.4679,0.5505,0.2357,0.4588,欺骗
283.2109,1040,0.5135,0.1656,0.0723,0.7866,0.1477,0.5356,0.6886,0.126,0.5805,欺骗
202.7436,1070,0.5572,0.1169,0.0618,0.824,0.2019,0.5323,0.4771,0.137,0.3862,欺骗
222.0493,1066,0.6126,0.1272,0.1225,0.8319,0.112,0.3871,0.6811,0.2287,0.5593,欺骗
274.0865,1038,0.6761,0.0985,0.0824,0.8365,0.1223,0.287,0.5977,0.2258,0.4381,欺骗
295.9691,1254,0.4025,0.1338,0.0703,0.6227,0.0796,0.4141,0.6422,0.2059,0.6967,DoS
303.2413,855,0.5014,0.0832,0.1149,0.8957,0.1708,0.5528,0.6747,0.3156,0.682,欺骗
245.3151,1085,0.6542,0.1105,0.0512,0.95,0.1683,0.6254,0.6498,0.0916,0.5114,欺骗
156.7944,860,0.7009,0.2029,0.4016,0.6286,0.0969,0.7457,0.8577,0.146,0.3672,欺骗
283.8355,960,0.3769,0.0569,0.0377,0.8111,0.0733,0.4619,0.6275,0.2584,0.5218,欺骗
278.047,973,0.6892,0.1451,0.3222,0.515,0.1761,0.6376,0.5868,0.2682,0.8593,欺骗
289.7738,974,0.4677,0.2517,0.0908,0.81,0.0873,0.4157,0.7391,0.2186,0.5641,欺骗
239.2645,1023,0.4471,0.1804,0.1305,0.8349,0.1662,0.3612,0.7163,0.1641,0.6192,欺骗
232.3759,885,0.6289,0.0632,0.0446,0.7196,0.1677,0.3386,0.7478,0.165,0.527,欺骗
303.8201,1017,0.5792,0.1268,0.2436,0.6286,0.3372,0.421,0.6055,0.0471,0.5461,欺骗
285.7789,1155,0.4632,0.1306,0.0472,0.7034,0.0865,0.476,0.7297,0.0948,0.4601,欺骗
258.7034,974,0.5762,0.0856,0.0722,0.7255,0.1148,0.5242,0.5406,0.257,0.4794,欺骗
243.9023,967,0.5672,0.0928,0.0411,0.9318,0.193,0.3724,0.6004,0.1709,0.489,欺骗
231.1073,928,0.5811,0.1675,0.0879,0.7017,0.2203,0.4719,0.6467,0.1686,0.7462,欺骗
269.6085,1040,0.6346,0.0298,0.0326,0.6957,0.1971,0.2971,0.5868,0.0642,0.5089,欺骗
276.1068,1121,0.6375,0.2155,0.0887,0.7807,0.2364,0.5902,0.7546,0.1404,0.6183,欺骗
269.7309,910,0.666,0.1318,0.0775,0.7756,0.2478,0.4522,0.5204,0.2208,0.4351,欺骗
273.5575,932,0.4316,0.0366,0.0215,0.832,0.1446,0.3509,0.6697,0.1016,0.4972,欺骗
247.1564,996,0.5178,0.1236,0.027,0.7658,0.1836,0.5122,0.5786,0.198,0.5084,欺骗
273.4504,976,0.5427,0.1403,0.2463,0.7645,0.0988,0.4133,0.6274,0.0899,0.6618,欺骗
213.7905,1014,0.4675,0.1475,0.1564,0.8232,0.1106,0.5228,0.5228,0.2526,0.5233,欺骗
394.1548,1173,0.4771,0.1324,0.0613,0.6601,0.1612,0.598,0.6671,0.2823,0.4391,欺骗
268.1658,1150,0.5184,0.1197,0.0001,0.724,0.1455,0.4987,0.6604,0.3307,0.4535,欺骗
273.9278,1088,0.6352,0.1471,0.0378,0.7516,0.0795,0.3299,0.5189,0.2168,0.5055,欺骗
348.0209,1662,0.4259,0.0396,0.0954,0.4765,0.1481,0.8781,0.7859,0.0384,0.216,欺骗
234.0779,887,0.6158,0.0352,0.0607,0.7264,0.1579,0.5466,0.4938,0.2362,0.8011,欺骗
275.7387,1252,0.609,0.0837,0.0665,0.4447,0.1542,0.3855,0.6765,0.0715,0.3916,欺骗
261.2645,892,0.4852,0.1031,0.0349,0.8832,0.1669,0.5706,0.7292,0.126,0.5537,欺骗
256.0147,968,0.4801,0.1531,0.0597,0.6544,0.0751,0.5467,0.608,0.2032,0.5541,欺骗
